username,qualification,skills,technical_job_role,non_technical_job_role
user7392,12th Pass,Technical Skill 580,Technical Job Role 5166,Non-Technical Field 361
user7393,10th Pass,Technical Skill 10,Technical Job Role 6091,Non-Technical Field 845
user7394,B.Tech,Technical Skill 989,Technical Job Role 491,Non-Technical Field 853
user7395,B.Tech,Technical Skill 394,Technical Job Role 5182,Non-Technical Field 656
user7396,M.Tech,Technical Skill 615,Technical Job Role 3331,Non-Technical Field 102
user7397,12th Pass,Technical Skill 457,Technical Job Role 3293,Non-Technical Field 935
user7398,M.Tech,Technical Skill 278,Technical Job Role 3237,Non-Technical Field 827
user7399,M.Tech,Technical Skill 639,Technical Job Role 495,Non-Technical Field 766
user7400,12th Pass,Technical Skill 721,Technical Job Role 4993,Non-Technical Field 22
user7401,M.Tech,Technical Skill 239,Technical Job Role 6327,Non-Technical Field 9
user7402,10th Pass,Technical Skill 22,Technical Job Role 8067,Non-Technical Field 766
user7403,12th Pass,Technical Skill 142,Technical Job Role 9309,Non-Technical Field 631
user7404,10th Pass,Technical Skill 147,Technical Job Role 6879,Non-Technical Field 752
user7405,10th Pass,Technical Skill 251,Technical Job Role 5186,Non-Technical Field 500
user7406,10th Pass,Technical Skill 526,Technical Job Role 3734,Non-Technical Field 989
user7407,10th Pass,Technical Skill 391,Technical Job Role 5378,Non-Technical Field 841
user7408,B.Tech,Technical Skill 179,Technical Job Role 6726,Non-Technical Field 4
user7409,B.Tech,Technical Skill 453,Technical Job Role 655,Non-Technical Field 869
user7410,12th Pass,Technical Skill 449,Technical Job Role 6741,Non-Technical Field 664
user7411,10th Pass,Technical Skill 753,Technical Job Role 6798,Non-Technical Field 82
user7412,10th Pass,Technical Skill 136,Technical Job Role 2985,Non-Technical Field 411
user7413,10th Pass,Technical Skill 660,Technical Job Role 3883,Non-Technical Field 987
user7414,B.Tech,Technical Skill 295,Technical Job Role 1744,Non-Technical Field 838
user7415,M.Tech,Technical Skill 969,Technical Job Role 6061,Non-Technical Field 4
user7416,M.Tech,Technical Skill 278,Technical Job Role 3415,Non-Technical Field 597
user7417,M.Tech,Technical Skill 845,Technical Job Role 1002,Non-Technical Field 251
user7418,12th Pass,Technical Skill 712,Technical Job Role 2503,Non-Technical Field 632
user7419,10th Pass,Technical Skill 619,Technical Job Role 6773,Non-Technical Field 135
user7420,B.Tech,Technical Skill 49,Technical Job Role 5696,Non-Technical Field 560
user7421,12th Pass,Technical Skill 529,Technical Job Role 8755,Non-Technical Field 275
user7422,10th Pass,Technical Skill 235,Technical Job Role 9116,Non-Technical Field 452
user7423,10th Pass,Technical Skill 369,Technical Job Role 6485,Non-Technical Field 968
user7424,M.Tech,Technical Skill 912,Technical Job Role 2512,Non-Technical Field 810
user7425,B.Tech,Technical Skill 556,Technical Job Role 3273,Non-Technical Field 735
user7426,B.Tech,Technical Skill 69,Technical Job Role 1185,Non-Technical Field 711
user7427,B.Tech,Technical Skill 490,Technical Job Role 2053,Non-Technical Field 961
user7428,B.Tech,Technical Skill 328,Technical Job Role 3952,Non-Technical Field 413
user7429,M.Tech,Technical Skill 519,Technical Job Role 3895,Non-Technical Field 22
user7430,B.Tech,Technical Skill 343,Technical Job Role 119,Non-Technical Field 438
user7431,M.Tech,Technical Skill 248,Technical Job Role 2034,Non-Technical Field 236
user7432,12th Pass,Technical Skill 175,Technical Job Role 7276,Non-Technical Field 91
user7433,12th Pass,Technical Skill 825,Technical Job Role 8632,Non-Technical Field 66
user7434,10th Pass,Technical Skill 117,Technical Job Role 9155,Non-Technical Field 944
user7435,10th Pass,Technical Skill 440,Technical Job Role 4202,Non-Technical Field 500
user7436,B.Tech,Technical Skill 666,Technical Job Role 3920,Non-Technical Field 824
user7437,B.Tech,Technical Skill 775,Technical Job Role 966,Non-Technical Field 805
user7438,M.Tech,Technical Skill 951,Technical Job Role 2494,Non-Technical Field 185
user7439,12th Pass,Technical Skill 444,Technical Job Role 9598,Non-Technical Field 338
user7440,10th Pass,Technical Skill 978,Technical Job Role 5266,Non-Technical Field 303
user7441,10th Pass,Technical Skill 208,Technical Job Role 1124,Non-Technical Field 232
user7442,M.Tech,Technical Skill 563,Technical Job Role 823,Non-Technical Field 142
user7443,B.Tech,Technical Skill 17,Technical Job Role 4433,Non-Technical Field 232
user7444,B.Tech,Technical Skill 779,Technical Job Role 8712,Non-Technical Field 203
user7445,M.Tech,Technical Skill 559,Technical Job Role 5848,Non-Technical Field 462
user7446,10th Pass,Technical Skill 588,Technical Job Role 3132,Non-Technical Field 174
user7447,12th Pass,Technical Skill 193,Technical Job Role 4518,Non-Technical Field 855
user7448,12th Pass,Technical Skill 779,Technical Job Role 3714,Non-Technical Field 247
user7449,M.Tech,Technical Skill 443,Technical Job Role 5624,Non-Technical Field 961
user7450,M.Tech,Technical Skill 537,Technical Job Role 1159,Non-Technical Field 672
user7451,B.Tech,Technical Skill 728,Technical Job Role 9721,Non-Technical Field 842
user7452,12th Pass,Technical Skill 662,Technical Job Role 6214,Non-Technical Field 67
user7453,B.Tech,Technical Skill 118,Technical Job Role 881,Non-Technical Field 482
user7454,B.Tech,Technical Skill 774,Technical Job Role 7972,Non-Technical Field 856
user7455,10th Pass,Technical Skill 563,Technical Job Role 5128,Non-Technical Field 263
user7456,M.Tech,Technical Skill 830,Technical Job Role 3887,Non-Technical Field 452
user7457,B.Tech,Technical Skill 436,Technical Job Role 8307,Non-Technical Field 816
user7458,B.Tech,Technical Skill 685,Technical Job Role 9021,Non-Technical Field 166
user7459,B.Tech,Technical Skill 87,Technical Job Role 8118,Non-Technical Field 880
user7460,12th Pass,Technical Skill 921,Technical Job Role 6475,Non-Technical Field 678
user7461,12th Pass,Technical Skill 605,Technical Job Role 2178,Non-Technical Field 967
user7462,12th Pass,Technical Skill 229,Technical Job Role 2972,Non-Technical Field 293
user7463,B.Tech,Technical Skill 195,Technical Job Role 6458,Non-Technical Field 996
user7464,M.Tech,Technical Skill 644,Technical Job Role 9372,Non-Technical Field 823
user7465,B.Tech,Technical Skill 295,Technical Job Role 8319,Non-Technical Field 509
user7466,M.Tech,Technical Skill 319,Technical Job Role 2129,Non-Technical Field 862
user7467,B.Tech,Technical Skill 474,Technical Job Role 6789,Non-Technical Field 200
user7468,12th Pass,Technical Skill 352,Technical Job Role 1882,Non-Technical Field 153
user7469,10th Pass,Technical Skill 237,Technical Job Role 5220,Non-Technical Field 381
user7470,B.Tech,Technical Skill 985,Technical Job Role 1029,Non-Technical Field 43
user7471,12th Pass,Technical Skill 584,Technical Job Role 4221,Non-Technical Field 218
user7472,B.Tech,Technical Skill 804,Technical Job Role 9602,Non-Technical Field 813
user7473,12th Pass,Technical Skill 429,Technical Job Role 6287,Non-Technical Field 375
user7474,B.Tech,Technical Skill 660,Technical Job Role 1828,Non-Technical Field 250
user7475,M.Tech,Technical Skill 715,Technical Job Role 8791,Non-Technical Field 761
user7476,10th Pass,Technical Skill 254,Technical Job Role 9191,Non-Technical Field 902
user7477,M.Tech,Technical Skill 333,Technical Job Role 8936,Non-Technical Field 499
user7478,10th Pass,Technical Skill 787,Technical Job Role 9371,Non-Technical Field 476
user7479,B.Tech,Technical Skill 18,Technical Job Role 2432,Non-Technical Field 398
user7480,B.Tech,Technical Skill 453,Technical Job Role 2697,Non-Technical Field 29
user7481,10th Pass,Technical Skill 825,Technical Job Role 5011,Non-Technical Field 216
user7482,12th Pass,Technical Skill 436,Technical Job Role 7336,Non-Technical Field 930
user7483,10th Pass,Technical Skill 331,Technical Job Role 5266,Non-Technical Field 408
user7484,12th Pass,Technical Skill 245,Technical Job Role 2497,Non-Technical Field 880
user7485,M.Tech,Technical Skill 719,Technical Job Role 1261,Non-Technical Field 768
user7486,M.Tech,Technical Skill 627,Technical Job Role 8438,Non-Technical Field 559
user7487,10th Pass,Technical Skill 852,Technical Job Role 723,Non-Technical Field 589
user7488,B.Tech,Technical Skill 208,Technical Job Role 3599,Non-Technical Field 418
user7489,M.Tech,Technical Skill 782,Technical Job Role 4429,Non-Technical Field 136
user7490,12th Pass,Technical Skill 455,Technical Job Role 6097,Non-Technical Field 594
user7491,12th Pass,Technical Skill 995,Technical Job Role 5851,Non-Technical Field 844
user7492,M.Tech,Technical Skill 309,Technical Job Role 3764,Non-Technical Field 249
user7493,10th Pass,Technical Skill 935,Technical Job Role 7621,Non-Technical Field 679
user7494,M.Tech,Technical Skill 443,Technical Job Role 8605,Non-Technical Field 482
user7495,12th Pass,Technical Skill 967,Technical Job Role 3103,Non-Technical Field 393
user7496,B.Tech,Technical Skill 753,Technical Job Role 8258,Non-Technical Field 451
user7497,10th Pass,Technical Skill 819,Technical Job Role 3744,Non-Technical Field 598
user7498,M.Tech,Technical Skill 524,Technical Job Role 9222,Non-Technical Field 703
user7499,M.Tech,Technical Skill 858,Technical Job Role 4731,Non-Technical Field 505
user7500,B.Tech,Technical Skill 377,Technical Job Role 4320,Non-Technical Field 278
user7501,12th Pass,Technical Skill 851,Technical Job Role 1358,Non-Technical Field 42
user7502,B.Tech,Technical Skill 144,Technical Job Role 7338,Non-Technical Field 452
user7503,12th Pass,Technical Skill 17,Technical Job Role 5393,Non-Technical Field 854
user7504,M.Tech,Technical Skill 619,Technical Job Role 514,Non-Technical Field 289
user7505,M.Tech,Technical Skill 808,Technical Job Role 8375,Non-Technical Field 748
user7506,10th Pass,Technical Skill 421,Technical Job Role 3764,Non-Technical Field 289
user7507,B.Tech,Technical Skill 714,Technical Job Role 8896,Non-Technical Field 585
user7508,12th Pass,Technical Skill 113,Technical Job Role 2928,Non-Technical Field 237
user7509,B.Tech,Technical Skill 566,Technical Job Role 5266,Non-Technical Field 716
user7510,B.Tech,Technical Skill 522,Technical Job Role 5046,Non-Technical Field 761
user7511,B.Tech,Technical Skill 895,Technical Job Role 7821,Non-Technical Field 298
user7512,M.Tech,Technical Skill 434,Technical Job Role 2000,Non-Technical Field 683
user7513,12th Pass,Technical Skill 401,Technical Job Role 566,Non-Technical Field 21
user7514,M.Tech,Technical Skill 833,Technical Job Role 1246,Non-Technical Field 249
user7515,M.Tech,Technical Skill 294,Technical Job Role 5999,Non-Technical Field 835
user7516,M.Tech,Technical Skill 263,Technical Job Role 3613,Non-Technical Field 389
user7517,B.Tech,Technical Skill 403,Technical Job Role 7358,Non-Technical Field 184
user7518,12th Pass,Technical Skill 308,Technical Job Role 8928,Non-Technical Field 118
user7519,M.Tech,Technical Skill 797,Technical Job Role 7413,Non-Technical Field 988
user7520,M.Tech,Technical Skill 271,Technical Job Role 3794,Non-Technical Field 92
user7521,12th Pass,Technical Skill 907,Technical Job Role 8094,Non-Technical Field 367
user7522,M.Tech,Technical Skill 386,Technical Job Role 2384,Non-Technical Field 608
user7523,M.Tech,Technical Skill 20,Technical Job Role 5699,Non-Technical Field 399
user7524,M.Tech,Technical Skill 9,Technical Job Role 5027,Non-Technical Field 360
user7525,10th Pass,Technical Skill 613,Technical Job Role 1586,Non-Technical Field 693
user7526,12th Pass,Technical Skill 620,Technical Job Role 5808,Non-Technical Field 750
user7527,M.Tech,Technical Skill 938,Technical Job Role 1277,Non-Technical Field 656
user7528,B.Tech,Technical Skill 82,Technical Job Role 9903,Non-Technical Field 517
user7529,M.Tech,Technical Skill 548,Technical Job Role 6039,Non-Technical Field 567
user7530,10th Pass,Technical Skill 694,Technical Job Role 5586,Non-Technical Field 539
user7531,12th Pass,Technical Skill 828,Technical Job Role 7613,Non-Technical Field 421
user7532,M.Tech,Technical Skill 110,Technical Job Role 8534,Non-Technical Field 415
user7533,M.Tech,Technical Skill 954,Technical Job Role 6461,Non-Technical Field 794
user7534,12th Pass,Technical Skill 518,Technical Job Role 8738,Non-Technical Field 215
user7535,10th Pass,Technical Skill 516,Technical Job Role 803,Non-Technical Field 450
user7536,10th Pass,Technical Skill 418,Technical Job Role 3368,Non-Technical Field 366
user7537,10th Pass,Technical Skill 209,Technical Job Role 3830,Non-Technical Field 705
user7538,B.Tech,Technical Skill 227,Technical Job Role 654,Non-Technical Field 248
user7539,M.Tech,Technical Skill 534,Technical Job Role 2918,Non-Technical Field 701
user7540,B.Tech,Technical Skill 178,Technical Job Role 9800,Non-Technical Field 449
user7541,10th Pass,Technical Skill 952,Technical Job Role 4191,Non-Technical Field 510
user7542,10th Pass,Technical Skill 378,Technical Job Role 4732,Non-Technical Field 468
user7543,12th Pass,Technical Skill 555,Technical Job Role 1112,Non-Technical Field 420
user7544,10th Pass,Technical Skill 210,Technical Job Role 8136,Non-Technical Field 730
user7545,B.Tech,Technical Skill 63,Technical Job Role 4082,Non-Technical Field 951
user7546,B.Tech,Technical Skill 239,Technical Job Role 3958,Non-Technical Field 896
user7547,B.Tech,Technical Skill 892,Technical Job Role 301,Non-Technical Field 628
user7548,B.Tech,Technical Skill 279,Technical Job Role 1011,Non-Technical Field 239
user7549,12th Pass,Technical Skill 772,Technical Job Role 4066,Non-Technical Field 304
user7550,B.Tech,Technical Skill 805,Technical Job Role 8837,Non-Technical Field 183
user7551,10th Pass,Technical Skill 571,Technical Job Role 2336,Non-Technical Field 534
user7552,B.Tech,Technical Skill 648,Technical Job Role 7915,Non-Technical Field 433
user7553,10th Pass,Technical Skill 874,Technical Job Role 5547,Non-Technical Field 260
user7554,B.Tech,Technical Skill 387,Technical Job Role 4021,Non-Technical Field 809
user7555,M.Tech,Technical Skill 388,Technical Job Role 2704,Non-Technical Field 292
user7556,10th Pass,Technical Skill 536,Technical Job Role 5073,Non-Technical Field 801
user7557,M.Tech,Technical Skill 795,Technical Job Role 4746,Non-Technical Field 883
user7558,B.Tech,Technical Skill 667,Technical Job Role 5365,Non-Technical Field 926
user7559,12th Pass,Technical Skill 110,Technical Job Role 3253,Non-Technical Field 187
user7560,10th Pass,Technical Skill 405,Technical Job Role 7824,Non-Technical Field 689
user7561,M.Tech,Technical Skill 493,Technical Job Role 7147,Non-Technical Field 872
user7562,B.Tech,Technical Skill 356,Technical Job Role 8572,Non-Technical Field 135
user7563,10th Pass,Technical Skill 186,Technical Job Role 1704,Non-Technical Field 88
user7564,10th Pass,Technical Skill 853,Technical Job Role 4606,Non-Technical Field 756
user7565,10th Pass,Technical Skill 96,Technical Job Role 4193,Non-Technical Field 318
user7566,12th Pass,Technical Skill 673,Technical Job Role 8619,Non-Technical Field 405
user7567,M.Tech,Technical Skill 724,Technical Job Role 4515,Non-Technical Field 41
user7568,B.Tech,Technical Skill 828,Technical Job Role 6771,Non-Technical Field 328
user7569,12th Pass,Technical Skill 251,Technical Job Role 7355,Non-Technical Field 665
user7570,12th Pass,Technical Skill 383,Technical Job Role 1208,Non-Technical Field 759
user7571,B.Tech,Technical Skill 640,Technical Job Role 9290,Non-Technical Field 27
user7572,B.Tech,Technical Skill 760,Technical Job Role 9273,Non-Technical Field 709
user7573,12th Pass,Technical Skill 588,Technical Job Role 9120,Non-Technical Field 965
user7574,10th Pass,Technical Skill 188,Technical Job Role 2263,Non-Technical Field 995
user7575,M.Tech,Technical Skill 620,Technical Job Role 9047,Non-Technical Field 78
user7576,B.Tech,Technical Skill 544,Technical Job Role 5189,Non-Technical Field 918
user7577,10th Pass,Technical Skill 44,Technical Job Role 1150,Non-Technical Field 375
user7578,B.Tech,Technical Skill 61,Technical Job Role 2296,Non-Technical Field 673
user7579,10th Pass,Technical Skill 282,Technical Job Role 5971,Non-Technical Field 849
